Região Geográfica;Unidade da Federação;Município;Código do Município;Número de Matrículas da Educação Básica;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Total1-3;Sexo e Cor/Raça;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Feminino;;;;;;;Masculino;;;;;;;;;;;;;;;;
;;;;;Total;Não Declarada;Branca;Preta;Parda;Amarela;Indígena;Total;Não Declarada;Branca;Preta;Parda;Amarela;Indígena;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santa Cruz do Escalvado  ;3157401; 627 ; 290 ; 36 ; 82 ; 21 ; 146 ; 5 ; -   ; 337 ; 47 ; 78 ; 33 ; 175 ; 4 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santa Efigênia de Minas  ;3157500; 789 ; 386 ; 14 ; 67 ; 10 ; 295 ; -   ; -   ; 403 ; 17 ; 100 ; 18 ; 266 ; 2 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santa Fé de Minas  ;3157609; 709 ; 343 ; 24 ; 29 ; 25 ; 265 ; -   ; -   ; 366 ; 16 ; 25 ; 17 ; 305 ; 3 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santa Helena de Minas  ;3157658; 1.555 ; 799 ; 10 ; 95 ; 22 ; 421 ; 1 ; 250 ; 756 ; 7 ; 71 ; 14 ; 393 ; -   ; 271 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santa Juliana  ;3157708; 3.400 ; 1.664 ; 109 ; 825 ; 62 ; 666 ; 2 ; -   ; 1.736 ; 102 ; 833 ; 93 ; 704 ; 3 ; 1 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santa Luzia  ;3157807; 46.714 ; 22.950 ; 2.871 ; 4.515 ; 2.207 ; 13.272 ; 68 ; 17 ; 23.764 ; 3.018 ; 4.496 ; 2.152 ; 13.999 ; 78 ; 21 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santa Margarida  ;3157906; 3.451 ; 1.712 ; 29 ; 631 ; 143 ; 905 ; 3 ; 1 ; 1.739 ; 28 ; 601 ; 152 ; 948 ; 10 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santa Maria de Itabira  ;3158003; 2.146 ; 1.051 ; 42 ; 121 ; 178 ; 707 ; 3 ; -   ; 1.095 ; 47 ; 134 ; 169 ; 742 ; 3 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santa Maria do Salto  ;3158102; 930 ; 464 ; 249 ; 22 ; 4 ; 189 ; -   ; -   ; 466 ; 272 ; 23 ; 5 ; 161 ; 4 ; 1 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santa Maria do Suaçuí  ;3158201; 2.941 ; 1.519 ; 83 ; 218 ; 73 ; 1.142 ; 3 ; -   ; 1.422 ; 103 ; 238 ; 52 ; 1.025 ; 3 ; 1 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santa Rita de Caldas  ;3159209; 1.234 ; 590 ; 17 ; 468 ; 18 ; 87 ; -   ; -   ; 644 ; 23 ; 502 ; 14 ; 105 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santa Rita de Ibitipoca  ;3159407; 588 ; 298 ; 23 ; 180 ; 15 ; 80 ; -   ; -   ; 290 ; 28 ; 186 ; 18 ; 58 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santa Rita de Jacutinga  ;3159308; 912 ; 434 ; 30 ; 280 ; 13 ; 111 ; -   ; -   ; 478 ; 51 ; 296 ; 22 ; 109 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santa Rita de Minas  ;3159357; 1.227 ; 588 ; 45 ; 172 ; 37 ; 330 ; 4 ; -   ; 639 ; 51 ; 181 ; 30 ; 372 ; 5 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santa Rita do Itueto  ;3159506; 1.276 ; 625 ; 129 ; 135 ; 10 ; 350 ; -   ; 1 ; 651 ; 151 ; 127 ; 7 ; 363 ; 2 ; 1 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santa Rita do Sapucaí  ;3159605; 9.734 ; 4.707 ; 165 ; 3.233 ; 190 ; 1.111 ; 8 ; -   ; 5.027 ; 136 ; 3.459 ; 213 ; 1.207 ; 12 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santa Rosa da Serra  ;3159704; 722 ; 351 ; 4 ; 155 ; 13 ; 177 ; -   ; 2 ; 371 ; 5 ; 171 ; 15 ; 180 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santa Vitória  ;3159803; 4.006 ; 1.978 ; 57 ; 808 ; 66 ; 1.045 ; 1 ; 1 ; 2.028 ; 71 ; 830 ; 65 ; 1.060 ; 2 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santana da Vargem  ;3158300; 1.327 ; 668 ; 8 ; 361 ; 54 ; 245 ; -   ; -   ; 659 ; 9 ; 361 ; 65 ; 224 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santana de Cataguases  ;3158409; 606 ; 286 ; 245 ; 28 ; 4 ; 9 ; -   ; -   ; 320 ; 277 ; 32 ; 2 ; 9 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santana de Pirapama  ;3158508; 1.078 ; 543 ; 172 ; 99 ; 9 ; 258 ; 1 ; 4 ; 535 ; 183 ; 82 ; 9 ; 255 ; 1 ; 5 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santana do Deserto  ;3158607; 744 ; 367 ; 179 ; 59 ; 39 ; 89 ; 1 ; -   ; 377 ; 179 ; 51 ; 30 ; 117 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santana do Garambéu  ;3158706; 386 ; 196 ; 33 ; 74 ; 2 ; 87 ; -   ; -   ; 190 ; 32 ; 69 ; 4 ; 84 ; 1 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santana do Jacaré  ;3158805; 727 ; 337 ; 117 ; 99 ; 3 ; 118 ; -   ; -   ; 390 ; 152 ; 108 ; 5 ; 125 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santana do Manhuaçu  ;3158904; 1.748 ; 884 ; 62 ; 272 ; 44 ; 503 ; 3 ; -   ; 864 ; 85 ; 237 ; 30 ; 509 ; 3 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santana do Paraíso  ;3158953; 5.982 ; 2.909 ; 795 ; 531 ; 176 ; 1.392 ; 15 ; -   ; 3.073 ; 769 ; 536 ; 185 ; 1.571 ; 11 ; 1 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santana do Riacho  ;3159001; 1.045 ; 492 ; 25 ; 141 ; 26 ; 300 ; -   ; -   ; 553 ; 25 ; 152 ; 26 ; 350 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santana dos Montes  ;3159100; 572 ; 253 ; 59 ; 95 ; 14 ; 85 ; -   ; -   ; 319 ; 70 ; 145 ; 12 ; 91 ; 1 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santo Antônio do Amparo  ;3159902; 3.394 ; 1.670 ; 254 ; 333 ; 97 ; 979 ; 7 ; -   ; 1.724 ; 278 ; 343 ; 116 ; 980 ; 6 ; 1 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santo Antônio do Aventureiro  ;3160009; 668 ; 332 ; 23 ; 162 ; 44 ; 103 ; -   ; -   ; 336 ; 18 ; 147 ; 62 ; 108 ; 1 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santo Antônio do Grama  ;3160108; 913 ; 421 ; 26 ; 112 ; 30 ; 252 ; -   ; 1 ; 492 ; 16 ; 120 ; 41 ; 312 ; 2 ; 1 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santo Antônio do Itambé  ;3160207; 816 ; 401 ; 164 ; 6 ; 19 ; 208 ; 3 ; 1 ; 415 ; 171 ; 14 ; 17 ; 209 ; 4 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santo Antônio do Jacinto  ;3160306; 2.238 ; 1.113 ; 70 ; 249 ; 31 ; 759 ; 1 ; 3 ; 1.125 ; 73 ; 280 ; 21 ; 750 ; -   ; 1 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santo Antônio do Monte  ;3160405; 5.364 ; 2.841 ; 333 ; 1.605 ; 92 ; 807 ; 2 ; 2 ; 2.523 ; 323 ; 1.435 ; 83 ; 667 ; 13 ; 2 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santo Antônio do Retiro  ;3160454; 1.432 ; 734 ; 200 ; 197 ; 6 ; 330 ; 1 ; -   ; 698 ; 197 ; 155 ; 8 ; 336 ; 2 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santo Antônio do Rio Abaixo  ;3160504; 358 ; 189 ; 30 ; 51 ; 3 ; 103 ; 2 ; -   ; 169 ; 19 ; 47 ; 7 ; 94 ; 2 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santo Hipólito  ;3160603; 487 ; 243 ; 34 ; 36 ; 23 ; 150 ; -   ; -   ; 244 ; 32 ; 43 ; 16 ; 151 ; 2 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Santos Dumont  ;3160702; 8.622 ; 4.211 ; 156 ; 2.009 ; 474 ; 1.552 ; 19 ; 1 ; 4.411 ; 201 ; 2.024 ; 514 ; 1.655 ; 14 ; 3 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Bento Abade  ;3160801; 1.087 ; 522 ; 300 ; 32 ; 15 ; 174 ; 1 ; -   ; 565 ; 311 ; 44 ; 11 ; 196 ; 3 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Brás do Suaçuí  ;3160900; 846 ; 411 ; 5 ; 147 ; 33 ; 226 ; -   ; -   ; 435 ; 6 ; 144 ; 42 ; 243 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Domingos das Dores  ;3160959; 1.404 ; 717 ; 22 ; 284 ; 11 ; 394 ; 6 ; -   ; 687 ; 18 ; 272 ; 16 ; 375 ; 6 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Domingos do Prata  ;3161007; 2.935 ; 1.482 ; 99 ; 327 ; 148 ; 906 ; 2 ; -   ; 1.453 ; 69 ; 307 ; 156 ; 918 ; 3 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Félix de Minas  ;3161056; 755 ; 374 ; 45 ; 91 ; 8 ; 230 ; -   ; -   ; 381 ; 34 ; 78 ; 12 ; 256 ; 1 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Francisco  ;3161106; 12.776 ; 6.464 ; 332 ; 918 ; 465 ; 4.711 ; 26 ; 12 ; 6.312 ; 301 ; 826 ; 456 ; 4.684 ; 21 ; 24 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Francisco de Paula  ;3161205; 1.098 ; 532 ; 22 ; 256 ; 18 ; 235 ; 1 ; -   ; 566 ; 24 ; 263 ; 34 ; 245 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Francisco de Sales  ;3161304; 1.227 ; 608 ; 35 ; 288 ; 24 ; 260 ; 1 ; -   ; 619 ; 34 ; 285 ; 17 ; 283 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Francisco do Glória  ;3161403; 805 ; 411 ; 1 ; 206 ; 29 ; 174 ; 1 ; -   ; 394 ; 6 ; 200 ; 19 ; 168 ; 1 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Geraldo  ;3161502; 1.772 ; 932 ; 111 ; 393 ; 47 ; 380 ; 1 ; -   ; 840 ; 88 ; 327 ; 64 ; 361 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Geraldo da Piedade  ;3161601; 680 ; 314 ; 56 ; 39 ; 14 ; 203 ; 1 ; 1 ; 366 ; 75 ; 40 ; 21 ; 228 ; 1 ; 1 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Geraldo do Baixio  ;3161650; 688 ; 335 ; 83 ; 55 ; 9 ; 186 ; 2 ; -   ; 353 ; 98 ; 75 ; 9 ; 170 ; 1 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Gonçalo do Abaeté  ;3161700; 1.109 ; 548 ; 22 ; 162 ; 21 ; 341 ; 2 ; -   ; 561 ; 31 ; 157 ; 17 ; 352 ; 3 ; 1 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Gonçalo do Pará  ;3161809; 2.376 ; 1.181 ; 82 ; 552 ; 75 ; 469 ; 2 ; 1 ; 1.195 ; 71 ; 547 ; 57 ; 519 ; 1 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Gonçalo do Rio Abaixo  ;3161908; 2.956 ; 1.486 ; 181 ; 292 ; 130 ; 870 ; 8 ; 5 ; 1.470 ; 183 ; 305 ; 145 ; 820 ; 15 ; 2 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Gonçalo do Rio Preto  ;3125507; 598 ; 294 ; 20 ; 57 ; 26 ; 189 ; 2 ; -   ; 304 ; 27 ; 58 ; 10 ; 208 ; 1 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Gonçalo do Sapucaí  ;3162005; 5.009 ; 2.460 ; 565 ; 1.232 ; 88 ; 571 ; 3 ; 1 ; 2.549 ; 555 ; 1.239 ; 98 ; 649 ; 7 ; 1 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Gotardo  ;3162104; 9.878 ; 4.971 ; 500 ; 1.622 ; 156 ; 2.667 ; 25 ; 1 ; 4.907 ; 443 ; 1.515 ; 169 ; 2.746 ; 32 ; 2 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São João Batista do Glória  ;3162203; 1.338 ; 627 ; 58 ; 429 ; 13 ; 126 ; 1 ; -   ; 711 ; 75 ; 482 ; 4 ; 150 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São João da Lagoa  ;3162252; 989 ; 471 ; 1 ; 97 ; 13 ; 360 ; -   ; -   ; 518 ; -   ; 124 ; 10 ; 382 ; 1 ; 1 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São João da Mata  ;3162302; 522 ; 242 ; 36 ; 171 ; 3 ; 30 ; 2 ; -   ; 280 ; 31 ; 208 ; 9 ; 32 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São João da Ponte  ;3162401; 4.607 ; 2.145 ; 288 ; 337 ; 116 ; 1.399 ; 5 ; -   ; 2.462 ; 351 ; 379 ; 168 ; 1.552 ; 10 ; 2 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São João das Missões  ;3162450; 4.109 ; 1.983 ; 104 ; 77 ; 9 ; 271 ; 6 ; 1.516 ; 2.126 ; 142 ; 79 ; 11 ; 311 ; 1 ; 1.582 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São João del Rei  ;3162500; 19.005 ; 9.588 ; 1.316 ; 4.336 ; 713 ; 3.197 ; 19 ; 7 ; 9.417 ; 1.239 ; 4.336 ; 663 ; 3.161 ; 15 ; 3 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São João do Manhuaçu  ;3162559; 2.744 ; 1.323 ; 292 ; 510 ; 32 ; 487 ; 2 ; -   ; 1.421 ; 299 ; 531 ; 35 ; 551 ; 5 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São João do Manteninha  ;3162575; 1.005 ; 496 ; 22 ; 95 ; 10 ; 368 ; 1 ; -   ; 509 ; 25 ; 68 ; 14 ; 399 ; 3 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São João do Oriente  ;3162609; 1.417 ; 671 ; 8 ; 274 ; 31 ; 353 ; 5 ; -   ; 746 ; 12 ; 292 ; 17 ; 420 ; 5 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São João do Pacuí  ;3162658; 820 ; 411 ; 101 ; 34 ; 15 ; 257 ; 4 ; -   ; 409 ; 112 ; 36 ; 19 ; 240 ; 2 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São João do Paraíso  ;3162708; 4.131 ; 2.062 ; 283 ; 529 ; 18 ; 1.228 ; 2 ; 2 ; 2.069 ; 325 ; 473 ; 18 ; 1.251 ; 2 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São João Evangelista  ;3162807; 4.121 ; 2.189 ; 145 ; 381 ; 89 ; 1.573 ; 1 ; -   ; 1.932 ; 137 ; 326 ; 61 ; 1.404 ; 4 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São João Nepomuceno  ;3162906; 5.183 ; 2.485 ; 637 ; 1.079 ; 243 ; 520 ; 6 ; -   ; 2.698 ; 701 ; 1.199 ; 239 ; 551 ; 6 ; 2 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Joaquim de Bicas  ;3162922; 7.707 ; 3.653 ; 393 ; 834 ; 260 ; 2.121 ; 14 ; 31 ; 4.054 ; 404 ; 907 ; 291 ; 2.414 ; 9 ; 29 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São José da Barra  ;3162948; 1.414 ; 708 ; 223 ; 311 ; 18 ; 154 ; 2 ; -   ; 706 ; 204 ; 335 ; 23 ; 144 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São José da Lapa  ;3162955; 6.217 ; 3.045 ; 172 ; 663 ; 263 ; 1.926 ; 17 ; 4 ; 3.172 ; 209 ; 690 ; 253 ; 1.995 ; 17 ; 8 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São José da Safira  ;3163003; 818 ; 421 ; 48 ; 32 ; 28 ; 310 ; 3 ; -   ; 397 ; 38 ; 39 ; 30 ; 287 ; 3 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São José da Varginha  ;3163102; 828 ; 389 ; 134 ; 102 ; 6 ; 147 ; -   ; -   ; 439 ; 119 ; 124 ; 4 ; 192 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São José do Alegre  ;3163201; 830 ; 413 ; 4 ; 291 ; 15 ; 102 ; 1 ; -   ; 417 ; 8 ; 295 ; 18 ; 96 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São José do Divino  ;3163300; 765 ; 373 ; 2 ; 61 ; 5 ; 304 ; 1 ; -   ; 392 ; 1 ; 60 ; 4 ; 325 ; 2 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São José do Goiabal  ;3163409; 996 ; 527 ; 24 ; 120 ; 61 ; 320 ; 2 ; -   ; 469 ; 16 ; 98 ; 61 ; 294 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São José do Jacuri  ;3163508; 1.265 ; 633 ; 35 ; 120 ; 19 ; 459 ; -   ; -   ; 632 ; 23 ; 109 ; 10 ; 490 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São José do Mantimento  ;3163607; 667 ; 348 ; 4 ; 166 ; 14 ; 164 ; -   ; -   ; 319 ; 3 ; 146 ; 17 ; 152 ; 1 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Lourenço  ;3163706; 9.014 ; 4.487 ; 95 ; 3.181 ; 204 ; 1.002 ; 4 ; 1 ; 4.527 ; 83 ; 3.262 ; 189 ; 990 ; 2 ; 1 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Miguel do Anta  ;3163805; 1.116 ; 535 ; 25 ; 166 ; 46 ; 293 ; 5 ; -   ; 581 ; 27 ; 192 ; 49 ; 308 ; 5 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Pedro da União  ;3163904; 920 ; 426 ; 191 ; 179 ; 1 ; 54 ; -   ; 1 ; 494 ; 221 ; 205 ; 3 ; 64 ; -   ; 1 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Pedro do Suaçuí  ;3164100; 1.025 ; 515 ; 6 ; 71 ; 21 ; 417 ; -   ; -   ; 510 ; 10 ; 79 ; 18 ; 403 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Pedro dos Ferros  ;3164001; 1.349 ; 669 ; 205 ; 108 ; 50 ; 305 ; -   ; 1 ; 680 ; 208 ; 112 ; 54 ; 305 ; 1 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Romão  ;3164209; 1.674 ; 865 ; 58 ; 112 ; 133 ; 561 ; -   ; 1 ; 809 ; 29 ; 104 ; 101 ; 573 ; 2 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Roque de Minas  ;3164308; 1.338 ; 676 ; 72 ; 378 ; 14 ; 212 ; -   ; -   ; 662 ; 86 ; 361 ; 23 ; 192 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Sebastião da Bela Vista  ;3164407; 1.439 ; 732 ; 8 ; 505 ; 20 ; 199 ; -   ; -   ; 707 ; 18 ; 475 ; 23 ; 191 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Sebastião da Vargem Alegre  ;3164431; 713 ; 350 ; 165 ; 142 ; 3 ; 39 ; -   ; 1 ; 363 ; 188 ; 131 ; 4 ; 39 ; 1 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Sebastião do Anta  ;3164472; 1.341 ; 667 ; 77 ; 149 ; 12 ; 429 ; -   ; -   ; 674 ; 86 ; 143 ; 14 ; 431 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Sebastião do Maranhão  ;3164506; 1.769 ; 891 ; 79 ; 163 ; 17 ; 631 ; 1 ; -   ; 878 ; 86 ; 129 ; 18 ; 645 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Sebastião do Oeste  ;3164605; 1.924 ; 954 ; 9 ; 415 ; 43 ; 486 ; 1 ; -   ; 970 ; 7 ; 422 ; 43 ; 496 ; 2 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Sebastião do Paraíso  ;3164704; 14.764 ; 7.405 ; 720 ; 4.467 ; 250 ; 1.955 ; 6 ; 7 ; 7.359 ; 671 ; 4.425 ; 251 ; 1.994 ; 9 ; 9 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Sebastião do Rio Preto  ;3164803; 261 ; 136 ; 3 ; 48 ; 5 ; 80 ; -   ; -   ; 125 ; 4 ; 37 ; 1 ; 83 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Sebastião do Rio Verde  ;3164902; 445 ; 214 ; -   ; 171 ; 2 ; 41 ; -   ; -   ; 231 ; -   ; 179 ; 3 ; 49 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Tiago  ;3165008; 2.126 ; 1.065 ; 40 ; 493 ; 91 ; 440 ; 1 ; -   ; 1.061 ; 41 ; 498 ; 86 ; 436 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Tomás de Aquino  ;3165107; 1.497 ; 766 ; 13 ; 365 ; 24 ; 363 ; 1 ; -   ; 731 ; 16 ; 378 ; 20 ; 314 ; 3 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Tomé das Letras  ;3165206; 1.202 ; 587 ; 53 ; 313 ; 26 ; 195 ; -   ; -   ; 615 ; 47 ; 346 ; 23 ; 198 ; -   ; 1 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; São Vicente de Minas  ;3165305; 1.207 ; 612 ; 9 ; 193 ; 80 ; 330 ; -   ; -   ; 595 ; 2 ; 223 ; 58 ; 310 ; 2 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Sapucaí-Mirim  ;3165404; 1.279 ; 600 ; 35 ; 522 ; 8 ; 34 ; -   ; 1 ; 679 ; 30 ; 595 ; 9 ; 45 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Sardoá  ;3165503; 1.045 ; 504 ; 24 ; 91 ; 14 ; 372 ; 3 ; -   ; 541 ; 35 ; 119 ; 12 ; 367 ; 8 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Sarzedo  ;3165537; 8.317 ; 4.049 ; 456 ; 1.030 ; 313 ; 2.221 ; 25 ; 4 ; 4.268 ; 512 ; 1.068 ; 273 ; 2.394 ; 19 ; 2 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Sem-Peixe  ;3165560; 416 ; 216 ; 47 ; 52 ; 10 ; 107 ; -   ; -   ; 200 ; 33 ; 57 ; 9 ; 101 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Senador Amaral  ;3165578; 1.704 ; 843 ; 47 ; 582 ; 10 ; 202 ; 1 ; 1 ; 861 ; 50 ; 584 ; 18 ; 208 ; 1 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Senador Cortes  ;3165602; 528 ; 260 ; 112 ; 46 ; 50 ; 52 ; -   ; -   ; 268 ; 125 ; 59 ; 37 ; 47 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Senador Firmino  ;3165701; 1.518 ; 720 ; 38 ; 398 ; 29 ; 255 ; -   ; -   ; 798 ; 59 ; 432 ; 19 ; 287 ; 1 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Senador José Bento  ;3165800; 249 ; 117 ; 3 ; 100 ; 5 ; 9 ; -   ; -   ; 132 ; 1 ; 103 ; 7 ; 21 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Senador Modestino Gonçalves  ;3165909; 773 ; 367 ; 252 ; 17 ; 3 ; 93 ; 2 ; -   ; 406 ; 305 ; 11 ; 3 ; 87 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Senhora de Oliveira  ;3166006; 961 ; 486 ; 47 ; 162 ; 39 ; 236 ; 2 ; -   ; 475 ; 62 ; 151 ; 23 ; 236 ; 2 ; 1 ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Senhora do Porto  ;3166105; 604 ; 299 ; 43 ; 36 ; 26 ; 194 ; -   ; -   ; 305 ; 43 ; 53 ; 36 ; 172 ; 1 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Senhora dos Remédios  ;3166204; 1.427 ; 682 ; 56 ; 439 ; 21 ; 166 ; -   ; -   ; 745 ; 65 ; 454 ; 27 ; 198 ; 1 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Sericita  ;3166303; 1.455 ; 712 ; 14 ; 230 ; 23 ; 443 ; -   ; 2 ; 743 ; 19 ; 219 ; 27 ; 478 ; -   ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Seritinga  ;3166402; 334 ; 162 ; 16 ; 107 ; 1 ; 38 ; -   ; -   ; 172 ; 11 ; 127 ; 1 ; 32 ; 1 ; -   ;;;;;;;;;;
 Sudeste  ; Minas Gerais  ; Serra Azul de Minas  ;3166501; 1.064 ; 520 ; 108 ; 37 ; 113 ; 261 ; -   ; 1 ; 544 ; 141 ; 25 ; 117 ; 258 ; 2 ; 1 ;;;;;;;;;;
